c5_id,input,prediction_strings,results
19830612024709A,"{'doc_key': 'faa/692_19830612024709A', 'sentences': {0: ['crash', 'occurred', 'immediately', 'after', 'takeoff', 'when', 'engine', 'stopped', 'due', 'to', 'water', 'in', 'fuel', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (0, 12), 13: (0, 13)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}",{0: ''},None [+ E]
19830725039029A,"{'doc_key': 'faa/693_19830725039029A', 'sentences': {0: ['aircraft', 'collided', 'with', 'unmarked', 'pile', 'of', 'dirt', 'off', 'the', 'approach', 'end', 'of', 'runway', 'during', 'night', 'approach', 'for', 'landing', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (0, 12), 13: (0, 13), 14: (0, 14), 15: (0, 15), 16: (0, 16), 17: (0, 17), 18: (0, 18)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}",{0: ''},None [+ E]
19830719047649I,"{'doc_key': 'faa/694_19830719047649I', 'sentences': {0: ['took', 'off', 'after', 'an', 'oil', 'leak', 'was', 'corrected', '.'], 1: ['engine', 'siezed', 'for', 'lack', 'of', 'oil', '.'], 2: ['no', 'other', 'oil', 'leaks', 'found', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8], 1: [9, 10, 11, 12, 13, 14, 15], 2: [16, 17, 18, 19, 20, 21]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (1, 0), 10: (1, 1), 11: (1, 2), 12: (1, 3), 13: (1, 4), 14: (1, 5), 15: (1, 6), 16: (2, 0), 17: (2, 1), 18: (2, 2), 19: (2, 3), 20: (2, 4), 21: (2, 5)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
19830719047649I,"{'doc_key': 'faa/694_19830719047649I', 'sentences': {0: ['took', 'off', 'after', 'an', 'oil', 'leak', 'was', 'corrected', '.'], 1: ['engine', 'siezed', 'for', 'lack', 'of', 'oil', '.'], 2: ['no', 'other', 'oil', 'leaks', 'found', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8], 1: [9, 10, 11, 12, 13, 14, 15], 2: [16, 17, 18, 19, 20, 21]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (1, 0), 10: (1, 1), 11: (1, 2), 12: (1, 3), 13: (1, 4), 14: (1, 5), 15: (1, 6), 16: (2, 0), 17: (2, 1), 18: (2, 2), 19: (2, 3), 20: (2, 4), 21: (2, 5)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]'}",None [+ E]
19830719047649I,"{'doc_key': 'faa/694_19830719047649I', 'sentences': {0: ['took', 'off', 'after', 'an', 'oil', 'leak', 'was', 'corrected', '.'], 1: ['engine', 'siezed', 'for', 'lack', 'of', 'oil', '.'], 2: ['no', 'other', 'oil', 'leaks', 'found', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8], 1: [9, 10, 11, 12, 13, 14, 15], 2: [16, 17, 18, 19, 20, 21]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (1, 0), 10: (1, 1), 11: (1, 2), 12: (1, 3), 13: (1, 4), 14: (1, 5), 15: (1, 6), 16: (2, 0), 17: (2, 1), 18: (2, 2), 19: (2, 3), 20: (2, 4), 21: (2, 5)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]'}",None [+ E]
19830702040259I,"{'doc_key': 'faa/695_19830702040259I', 'sentences': {0: ['returned', 'to', 'airport', 'when', 'pilot', 'noticed', 'that', 'he', 'did', 'not', 'meet', 'minimum', 'fuel', 'requirements', '.'], 1: ['failed', 'to', 'check', 'fuel', 'load', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], 1: [15, 16, 17, 18, 19, 20]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (0, 12), 13: (0, 13), 14: (0, 14), 15: (1, 0), 16: (1, 1), 17: (1, 2), 18: (1, 3), 19: (1, 4), 20: (1, 5)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'he ## did not meet -> pilot ## noticed that he ;;'}",he ## did not meet -> pilot ## noticed that he ;;
19830702040259I,"{'doc_key': 'faa/695_19830702040259I', 'sentences': {0: ['returned', 'to', 'airport', 'when', 'pilot', 'noticed', 'that', 'he', 'did', 'not', 'meet', 'minimum', 'fuel', 'requirements', '.'], 1: ['failed', 'to', 'check', 'fuel', 'load', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], 1: [15, 16, 17, 18, 19, 20]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (0, 12), 13: (0, 13), 14: (0, 14), 15: (1, 0), 16: (1, 1), 17: (1, 2), 18: (1, 3), 19: (1, 4), 20: (1, 5)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'he ## did not meet -> pilot ## noticed that he ;;'}",None [+ E]
19830530021939A,"{'doc_key': 'faa/696_19830530021939A', 'sentences': {0: ['took', 'off', 'with', 'long', 'line', 'and', 'load', 'attached', '.'], 1: ['nose', 'jerked', 'down', 'at', 'end', 'of', 'the', 'line', '.'], 2: ['crashed', 'inverted', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8], 1: [9, 10, 11, 12, 13, 14, 15, 16, 17], 2: [18, 19, 20]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (1, 0), 10: (1, 1), 11: (1, 2), 12: (1, 3), 13: (1, 4), 14: (1, 5), 15: (1, 6), 16: (1, 7), 17: (1, 8), 18: (2, 0), 19: (2, 1), 20: (2, 2)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
19830530021939A,"{'doc_key': 'faa/696_19830530021939A', 'sentences': {0: ['took', 'off', 'with', 'long', 'line', 'and', 'load', 'attached', '.'], 1: ['nose', 'jerked', 'down', 'at', 'end', 'of', 'the', 'line', '.'], 2: ['crashed', 'inverted', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8], 1: [9, 10, 11, 12, 13, 14, 15, 16, 17], 2: [18, 19, 20]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (1, 0), 10: (1, 1), 11: (1, 2), 12: (1, 3), 13: (1, 4), 14: (1, 5), 15: (1, 6), 16: (1, 7), 17: (1, 8), 18: (2, 0), 19: (2, 1), 20: (2, 2)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]'}",None [+ E]
19830530021939A,"{'doc_key': 'faa/696_19830530021939A', 'sentences': {0: ['took', 'off', 'with', 'long', 'line', 'and', 'load', 'attached', '.'], 1: ['nose', 'jerked', 'down', 'at', 'end', 'of', 'the', 'line', '.'], 2: ['crashed', 'inverted', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8], 1: [9, 10, 11, 12, 13, 14, 15, 16, 17], 2: [18, 19, 20]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (1, 0), 10: (1, 1), 11: (1, 2), 12: (1, 3), 13: (1, 4), 14: (1, 5), 15: (1, 6), 16: (1, 7), 17: (1, 8), 18: (2, 0), 19: (2, 1), 20: (2, 2)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]'}",None [+ E]
19830707041439A,"{'doc_key': 'faa/697_19830707041439A', 'sentences': {0: ['engine', 'quit', 'at', '600', 'feet', 'after', 'takeoff', '.'], 1: ['turned', 'back', 'to', 'runway', ',', 'struck', 'trees', '.'], 2: ['fuel', 'selector', 'in', 'intermediate', 'position', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7], 1: [8, 9, 10, 11, 12, 13, 14, 15], 2: [16, 17, 18, 19, 20, 21]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (1, 0), 9: (1, 1), 10: (1, 2), 11: (1, 3), 12: (1, 4), 13: (1, 5), 14: (1, 6), 15: (1, 7), 16: (2, 0), 17: (2, 1), 18: (2, 2), 19: (2, 3), 20: (2, 4), 21: (2, 5)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
19830707041439A,"{'doc_key': 'faa/697_19830707041439A', 'sentences': {0: ['engine', 'quit', 'at', '600', 'feet', 'after', 'takeoff', '.'], 1: ['turned', 'back', 'to', 'runway', ',', 'struck', 'trees', '.'], 2: ['fuel', 'selector', 'in', 'intermediate', 'position', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7], 1: [8, 9, 10, 11, 12, 13, 14, 15], 2: [16, 17, 18, 19, 20, 21]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (1, 0), 9: (1, 1), 10: (1, 2), 11: (1, 3), 12: (1, 4), 13: (1, 5), 14: (1, 6), 15: (1, 7), 16: (2, 0), 17: (2, 1), 18: (2, 2), 19: (2, 3), 20: (2, 4), 21: (2, 5)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]'}",None [+ E]
19830707041439A,"{'doc_key': 'faa/697_19830707041439A', 'sentences': {0: ['engine', 'quit', 'at', '600', 'feet', 'after', 'takeoff', '.'], 1: ['turned', 'back', 'to', 'runway', ',', 'struck', 'trees', '.'], 2: ['fuel', 'selector', 'in', 'intermediate', 'position', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7], 1: [8, 9, 10, 11, 12, 13, 14, 15], 2: [16, 17, 18, 19, 20, 21]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (1, 0), 9: (1, 1), 10: (1, 2), 11: (1, 3), 12: (1, 4), 13: (1, 5), 14: (1, 6), 15: (1, 7), 16: (2, 0), 17: (2, 1), 18: (2, 2), 19: (2, 3), 20: (2, 4), 21: (2, 5)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]'}",None [+ E]
19830713036329I,"{'doc_key': 'faa/698_19830713036329I', 'sentences': {0: ['made', 'a', 'forced', 'landing', 'due', 'to', 'fuel', 'exhaustion', '.'], 1: ['found', 'both', 'fuel', 'caps', 'missing', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8], 1: [9, 10, 11, 12, 13, 14]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (1, 0), 10: (1, 1), 11: (1, 2), 12: (1, 3), 13: (1, 4), 14: (1, 5)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
19830713036329I,"{'doc_key': 'faa/698_19830713036329I', 'sentences': {0: ['made', 'a', 'forced', 'landing', 'due', 'to', 'fuel', 'exhaustion', '.'], 1: ['found', 'both', 'fuel', 'caps', 'missing', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8], 1: [9, 10, 11, 12, 13, 14]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (1, 0), 10: (1, 1), 11: (1, 2), 12: (1, 3), 13: (1, 4), 14: (1, 5)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
19830521020499A,"{'doc_key': 'faa/699_19830521020499A', 'sentences': {0: ['assembled', 'ruddervator', 'incorrectly', '.'], 1: ['pitch', 'up', 'on', 'tow', '.'], 2: ['cut', 'loose', 'and', 'stalled', '45', 'degree', 'nose', 'and', 'wing', 'down', 'ground', 'impac']}, 'token_maps': {0: [0, 1, 2, 3], 1: [4, 5, 6, 7, 8], 2: [9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (1, 0), 5: (1, 1), 6: (1, 2), 7: (1, 3), 8: (1, 4), 9: (2, 0), 10: (2, 1), 11: (2, 2), 12: (2, 3), 13: (2, 4), 14: (2, 5), 15: (2, 6), 16: (2, 7), 17: (2, 8), 18: (2, 9), 19: (2, 10), 20: (2, 11)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
19830521020499A,"{'doc_key': 'faa/699_19830521020499A', 'sentences': {0: ['assembled', 'ruddervator', 'incorrectly', '.'], 1: ['pitch', 'up', 'on', 'tow', '.'], 2: ['cut', 'loose', 'and', 'stalled', '45', 'degree', 'nose', 'and', 'wing', 'down', 'ground', 'impac']}, 'token_maps': {0: [0, 1, 2, 3], 1: [4, 5, 6, 7, 8], 2: [9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (1, 0), 5: (1, 1), 6: (1, 2), 7: (1, 3), 8: (1, 4), 9: (2, 0), 10: (2, 1), 11: (2, 2), 12: (2, 3), 13: (2, 4), 14: (2, 5), 15: (2, 6), 16: (2, 7), 17: (2, 8), 18: (2, 9), 19: (2, 10), 20: (2, 11)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]'}",None [+ E]
19830521020499A,"{'doc_key': 'faa/699_19830521020499A', 'sentences': {0: ['assembled', 'ruddervator', 'incorrectly', '.'], 1: ['pitch', 'up', 'on', 'tow', '.'], 2: ['cut', 'loose', 'and', 'stalled', '45', 'degree', 'nose', 'and', 'wing', 'down', 'ground', 'impac']}, 'token_maps': {0: [0, 1, 2, 3], 1: [4, 5, 6, 7, 8], 2: [9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (1, 0), 5: (1, 1), 6: (1, 2), 7: (1, 3), 8: (1, 4), 9: (2, 0), 10: (2, 1), 11: (2, 2), 12: (2, 3), 13: (2, 4), 14: (2, 5), 15: (2, 6), 16: (2, 7), 17: (2, 8), 18: (2, 9), 19: (2, 10), 20: (2, 11)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]'}",None [+ E]
19830528032589I,"{'doc_key': 'faa/700_19830528032589I', 'sentences': {0: ['ran', 'out', 'fuel', 'en', 'route', '.'], 1: ['landed', 'on', 'a', 'highway', '.'], 2: ['left', 'fuel', 'cap', 'improperly', 'secured', '.'], 3: ['fuel', 'siphoned', 'out', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5], 1: [6, 7, 8, 9, 10], 2: [11, 12, 13, 14, 15, 16], 3: [17, 18, 19, 20]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (1, 0), 7: (1, 1), 8: (1, 2), 9: (1, 3), 10: (1, 4), 11: (2, 0), 12: (2, 1), 13: (2, 2), 14: (2, 3), 15: (2, 4), 16: (2, 5), 17: (3, 0), 18: (3, 1), 19: (3, 2), 20: (3, 3)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
