c5,c119,c119_coref,c119_ner,c119_pos,c119_lemmatized,c119_dependency,c119_sentiment,corefs
19980427007849A,CARGO STRAP BLEW OUT OF BAGGAGE CONTAINER AND WRAPPED AROUND TAIL ROTOR. DAMAGE PITCH LINKS AND GEAR BOX. SPUN IN. ,[],[],"[('CARGO', 'NOUN'), ('STRAP', 'NOUN'), ('BLEW', 'VERB'), ('OUT', 'ADP'), ('OF', 'ADP'), ('BAGGAGE', 'NOUN'), ('CONTAINER', 'NOUN'), ('AND', 'CCONJ'), ('WRAPPED', 'VERB'), ('AROUND', 'ADP'), ('TAIL', 'PROPN'), ('ROTOR', 'PROPN'), ('.', 'PUNCT'), ('DAMAGE', 'NOUN'), ('PITCH', 'PROPN'), ('LINKS', 'NOUN'), ('AND', 'CCONJ'), ('GEAR', 'PROPN'), ('BOX', 'PROPN'), ('.', 'PUNCT'), ('SPUN', 'VERB'), ('IN', 'ADV'), ('.', 'PUNCT')]","['cargo', 'strap', 'blow', 'out', 'of', 'baggage', 'container', 'and', 'wrap', 'around', 'TAIL', 'ROTOR', '.', 'damage', 'PITCH', 'link', 'and', 'GEAR', 'BOX', '.', 'spin', 'in', '.']","[('CARGO', 'compound', 'STRAP'), ('STRAP', 'nsubj', 'BLEW'), ('BLEW', 'ROOT', 'BLEW'), ('OUT', 'advmod', 'BLEW'), ('OF', 'prep', 'OUT'), ('BAGGAGE', 'compound', 'CONTAINER'), ('CONTAINER', 'pobj', 'OF'), ('AND', 'cc', 'BLEW'), ('WRAPPED', 'conj', 'BLEW'), ('AROUND', 'prep', 'WRAPPED'), ('TAIL', 'compound', 'ROTOR'), ('ROTOR', 'pobj', 'AROUND'), ('.', 'punct', 'BLEW'), ('DAMAGE', 'nmod', 'BOX'), ('PITCH', 'nmod', 'LINKS'), ('LINKS', 'nmod', 'BOX'), ('AND', 'cc', 'LINKS'), ('GEAR', 'conj', 'LINKS'), ('BOX', 'ROOT', 'BOX'), ('.', 'punct', 'BOX'), ('SPUN', 'ROOT', 'SPUN'), ('IN', 'prt', 'SPUN'), ('.', 'punct', 'SPUN')]",0.0,[]
19980504017879I,FAILED TO GET RELEASE FROM MAINTERNANCE. OPEN REPAIR ORDER EXISTED DISCONNECTED NLF DOOR JAMMED GEAR CAUSED COLLAPS,[],"[('MAINTERNANCE', 'ORG')]","[('FAILED', 'VERB'), ('TO', 'PART'), ('GET', 'VERB'), ('RELEASE', 'NOUN'), ('FROM', 'ADP'), ('MAINTERNANCE', 'PROPN'), ('.', 'PUNCT'), ('OPEN', 'PROPN'), ('REPAIR', 'NOUN'), ('ORDER', 'VERB'), ('EXISTED', 'ADV'), ('DISCONNECTED', 'ADV'), ('NLF', 'PROPN'), ('DOOR', 'NOUN'), ('JAMMED', 'ADV'), ('GEAR', 'NOUN'), ('CAUSED', 'VERB'), ('COLLAPS', 'PROPN')]","['fail', 'to', 'get', 'release', 'from', 'MAINTERNANCE', '.', 'OPEN', 'repair', 'ORDER', 'existed', 'disconnected', 'NLF', 'door', 'jammed', 'gear', 'cause', 'COLLAPS']","[('FAILED', 'ROOT', 'FAILED'), ('TO', 'aux', 'GET'), ('GET', 'xcomp', 'FAILED'), ('RELEASE', 'dobj', 'GET'), ('FROM', 'prep', 'RELEASE'), ('MAINTERNANCE', 'pobj', 'FROM'), ('.', 'punct', 'FAILED'), ('OPEN', 'amod', 'REPAIR'), ('REPAIR', 'compound', 'ORDER'), ('ORDER', 'nsubj', 'DISCONNECTED'), ('EXISTED', 'advmod', 'DISCONNECTED'), ('DISCONNECTED', 'amod', 'GEAR'), ('NLF', 'compound', 'GEAR'), ('DOOR', 'compound', 'GEAR'), ('JAMMED', 'compound', 'GEAR'), ('GEAR', 'nsubj', 'CAUSED'), ('CAUSED', 'ROOT', 'CAUSED'), ('COLLAPS', 'dobj', 'CAUSED')]",-0.1999999999999999,[]
19980505011329A,LOST DIRCTIONAL CONTROL WHEN TAIL CAME UP ON TAKEOFF. VEERED OFF RUNWAY. EQUIPPED WITH LARGE TUNDRA TIRES. (.4) ON ,[],[],"[('LOST', 'VERB'), ('DIRCTIONAL', 'PROPN'), ('CONTROL', 'NOUN'), ('WHEN', 'ADV'), ('TAIL', 'PROPN'), ('CAME', 'VERB'), ('UP', 'ADV'), ('ON', 'ADP'), ('TAKEOFF', 'PROPN'), ('.', 'PUNCT'), ('VEERED', 'VERB'), ('OFF', 'ADP'), ('RUNWAY', 'PROPN'), ('.', 'PUNCT'), ('EQUIPPED', 'VERB'), ('WITH', 'ADP'), ('LARGE', 'ADJ'), ('TUNDRA', 'PROPN'), ('TIRES', 'NOUN'), ('.', 'PUNCT'), ('(', 'PUNCT'), ('.4', 'PUNCT'), (')', 'PUNCT'), ('ON', 'PROPN')]","['lose', 'DIRCTIONAL', 'control', 'when', 'TAIL', 'come', 'up', 'on', 'TAKEOFF', '.', 'veer', 'off', 'RUNWAY', '.', 'equip', 'with', 'large', 'TUNDRA', 'tire', '.', '(', '.4', ')', 'ON']","[('LOST', 'ROOT', 'LOST'), ('DIRCTIONAL', 'compound', 'CONTROL'), ('CONTROL', 'dobj', 'LOST'), ('WHEN', 'advmod', 'CAME'), ('TAIL', 'nsubj', 'CAME'), ('CAME', 'advcl', 'LOST'), ('UP', 'prt', 'CAME'), ('ON', 'prep', 'CAME'), ('TAKEOFF', 'pobj', 'ON'), ('.', 'punct', 'LOST'), ('VEERED', 'ROOT', 'VEERED'), ('OFF', 'advmod', 'VEERED'), ('RUNWAY', 'npadvmod', 'VEERED'), ('.', 'punct', 'VEERED'), ('EQUIPPED', 'ROOT', 'EQUIPPED'), ('WITH', 'prep', 'EQUIPPED'), ('LARGE', 'amod', 'TIRES'), ('TUNDRA', 'compound', 'TIRES'), ('TIRES', 'pobj', 'WITH'), ('.', 'punct', 'EQUIPPED'), ('(', 'punct', '.4'), ('.4', 'ROOT', '.4'), (')', 'punct', '.4'), ('ON', 'ROOT', 'ON')]",0.2142857142857142,[]
19980503018319I,LANDED IN FIELD AFTER POWER LOSS. FUEL CONTAMINATED BY WATER. RT TANK DRAIN RUSTED CLOSED.                         ,[],"[('RT TANK DRAIN RUSTED CLOSED', 'FAC')]","[('LANDED', 'VERB'), ('IN', 'ADP'), ('FIELD', 'NOUN'), ('AFTER', 'ADP'), ('POWER', 'PROPN'), ('LOSS', 'PROPN'), ('.', 'PUNCT'), ('FUEL', 'NOUN'), ('CONTAMINATED', 'PROPN'), ('BY', 'ADP'), ('WATER', 'PROPN'), ('.', 'PUNCT'), ('RT', 'PROPN'), ('TANK', 'PROPN'), ('DRAIN', 'PROPN'), ('RUSTED', 'PROPN'), ('CLOSED', 'ADJ'), ('.', 'PUNCT'), ('                        ', 'SPACE')]","['land', 'in', 'field', 'after', 'POWER', 'LOSS', '.', 'fuel', 'CONTAMINATED', 'by', 'WATER', '.', 'RT', 'TANK', 'DRAIN', 'RUSTED', 'closed', '.', '                        ']","[('LANDED', 'ROOT', 'LANDED'), ('IN', 'prep', 'LANDED'), ('FIELD', 'pobj', 'IN'), ('AFTER', 'prep', 'LANDED'), ('POWER', 'compound', 'LOSS'), ('LOSS', 'pobj', 'AFTER'), ('.', 'punct', 'LANDED'), ('FUEL', 'nsubj', 'CONTAMINATED'), ('CONTAMINATED', 'ROOT', 'CONTAMINATED'), ('BY', 'prep', 'CONTAMINATED'), ('WATER', 'pobj', 'BY'), ('.', 'punct', 'CONTAMINATED'), ('RT', 'compound', 'TANK'), ('TANK', 'compound', 'RUSTED'), ('DRAIN', 'compound', 'RUSTED'), ('RUSTED', 'nsubj', 'CLOSED'), ('CLOSED', 'ROOT', 'CLOSED'), ('.', 'punct', 'CLOSED'), ('                        ', '', '.')]",-0.1,[]
19980513024169I,CANOPY NOT LATCHED PROPERLY BEFORE TAKE OFF AND DEPARTED AIRCRAFT ON APPROACH. PUNCTURED WING. NOT ON CHECK LIST.  ,[],[],"[('CANOPY', 'NOUN'), ('NOT', 'ADV'), ('LATCHED', 'VERB'), ('PROPERLY', 'ADV'), ('BEFORE', 'ADP'), ('TAKE', 'VERB'), ('OFF', 'PART'), ('AND', 'CCONJ'), ('DEPARTED', 'PROPN'), ('AIRCRAFT', 'PROPN'), ('ON', 'ADP'), ('APPROACH', 'PROPN'), ('.', 'PUNCT'), ('PUNCTURED', 'VERB'), ('WING', 'NOUN'), ('.', 'PUNCT'), ('NOT', 'ADV'), ('ON', 'ADP'), ('CHECK', 'NOUN'), ('LIST', 'PROPN'), ('.', 'PUNCT'), (' ', 'SPACE')]","['canopy', 'not', 'latch', 'properly', 'before', 'take', 'off', 'and', 'DEPARTED', 'AIRCRAFT', 'on', 'APPROACH', '.', 'puncture', 'wing', '.', 'not', 'on', 'check', 'LIST', '.', ' ']","[('CANOPY', 'nsubj', 'LATCHED'), ('NOT', 'neg', 'LATCHED'), ('LATCHED', 'ROOT', 'LATCHED'), ('PROPERLY', 'advmod', 'LATCHED'), ('BEFORE', 'mark', 'TAKE'), ('TAKE', 'advcl', 'LATCHED'), ('OFF', 'advmod', 'TAKE'), ('AND', 'cc', 'OFF'), ('DEPARTED', 'conj', 'OFF'), ('AIRCRAFT', 'compound', 'ON'), ('ON', 'compound', 'APPROACH'), ('APPROACH', 'dobj', 'TAKE'), ('.', 'punct', 'LATCHED'), ('PUNCTURED', 'compound', 'WING'), ('WING', 'ROOT', 'WING'), ('.', 'punct', 'WING'), ('NOT', 'neg', 'LIST'), ('ON', 'compound', 'LIST'), ('CHECK', 'compound', 'LIST'), ('LIST', 'ROOT', 'LIST'), ('.', 'punct', 'LIST'), (' ', '', '.')]",0.0,[]
19970906033429I,NARRATIVE: TOTAL ELECTRICAL SYSTEM FAILURE OCCURRED DURING ALTERNATOR COOLING TESTS. PILOT ATTEMPTED TO EXTEND LAND,[],[],"[('NARRATIVE', 'NOUN'), (':', 'PUNCT'), ('TOTAL', 'PROPN'), ('ELECTRICAL', 'PROPN'), ('SYSTEM', 'PROPN'), ('FAILURE', 'NOUN'), ('OCCURRED', 'VERB'), ('DURING', 'ADP'), ('ALTERNATOR', 'PROPN'), ('COOLING', 'NOUN'), ('TESTS', 'NOUN'), ('.', 'PUNCT'), ('PILOT', 'NOUN'), ('ATTEMPTED', 'VERB'), ('TO', 'PART'), ('EXTEND', 'VERB'), ('LAND', 'NOUN')]","['narrative', ':', 'TOTAL', 'ELECTRICAL', 'SYSTEM', 'failure', 'occur', 'during', 'ALTERNATOR', 'cooling', 'test', '.', 'pilot', 'attempt', 'to', 'extend', 'land']","[('NARRATIVE', 'ROOT', 'NARRATIVE'), (':', 'punct', 'NARRATIVE'), ('TOTAL', 'amod', 'FAILURE'), ('ELECTRICAL', 'amod', 'FAILURE'), ('SYSTEM', 'compound', 'FAILURE'), ('FAILURE', 'nsubj', 'OCCURRED'), ('OCCURRED', 'ROOT', 'OCCURRED'), ('DURING', 'prep', 'OCCURRED'), ('ALTERNATOR', 'compound', 'TESTS'), ('COOLING', 'compound', 'TESTS'), ('TESTS', 'pobj', 'DURING'), ('.', 'punct', 'OCCURRED'), ('PILOT', 'nsubj', 'ATTEMPTED'), ('ATTEMPTED', 'ROOT', 'ATTEMPTED'), ('TO', 'aux', 'EXTEND'), ('EXTEND', 'xcomp', 'ATTEMPTED'), ('LAND', 'dobj', 'EXTEND')]",-0.1583333333333333,[]
19980523010519A,AERIAL MOOSE SURVEY. LOST POWER LOW ALTITUDE. STRUCK TREES. WATER IN FUEL. HAD SAT OUT IN ALL NIGHT RAIN. (.4)THE C,[],"[('ALL NIGHT RAIN', 'WORK_OF_ART')]","[('AERIAL', 'PROPN'), ('MOOSE', 'PROPN'), ('SURVEY', 'PROPN'), ('.', 'PUNCT'), ('LOST', 'VERB'), ('POWER', 'PROPN'), ('LOW', 'PROPN'), ('ALTITUDE', 'PROPN'), ('.', 'PUNCT'), ('STRUCK', 'VERB'), ('TREES', 'NOUN'), ('.', 'PUNCT'), ('WATER', 'NOUN'), ('IN', 'ADP'), ('FUEL', 'NOUN'), ('.', 'PUNCT'), ('HAD', 'VERB'), ('SAT', 'VERB'), ('OUT', 'ADV'), ('IN', 'ADV'), ('ALL', 'DET'), ('NIGHT', 'NOUN'), ('RAIN', 'NOUN'), ('.', 'PUNCT'), ('(', 'PUNCT'), ('.4)THE', 'PUNCT'), ('C', 'NOUN')]","['AERIAL', 'MOOSE', 'SURVEY', '.', 'lose', 'POWER', 'LOW', 'ALTITUDE', '.', 'strike', 'tree', '.', 'water', 'in', 'fuel', '.', 'have', 'sit', 'out', 'in', 'all', 'night', 'rain', '.', '(', '.4)THE', 'c']","[('AERIAL', 'compound', 'MOOSE'), ('MOOSE', 'compound', 'SURVEY'), ('SURVEY', 'ROOT', 'SURVEY'), ('.', 'punct', 'SURVEY'), ('LOST', 'ROOT', 'LOST'), ('POWER', 'compound', 'ALTITUDE'), ('LOW', 'compound', 'ALTITUDE'), ('ALTITUDE', 'dobj', 'LOST'), ('.', 'punct', 'LOST'), ('STRUCK', 'ROOT', 'STRUCK'), ('TREES', 'dobj', 'STRUCK'), ('.', 'punct', 'STRUCK'), ('WATER', 'ROOT', 'WATER'), ('IN', 'prep', 'WATER'), ('FUEL', 'pobj', 'IN'), ('.', 'punct', 'WATER'), ('HAD', 'aux', 'SAT'), ('SAT', 'ROOT', 'SAT'), ('OUT', 'prt', 'SAT'), ('IN', 'prep', 'SAT'), ('ALL', 'det', 'RAIN'), ('NIGHT', 'compound', 'RAIN'), ('RAIN', 'pobj', 'IN'), ('.', 'punct', 'SAT'), ('(', 'punct', '.4)THE'), ('.4)THE', 'ROOT', '.4)THE'), ('C', 'dobj', '.4)THE')]",0.0,[]
19980528020409I,GEAR RETRACTION DUE GEAR SELECTOR IN THE UP POSITION. SETTLED BACK TO RUNWAY AFTER INITIAL LIFT OFF.               ,[],[],"[('GEAR', 'NOUN'), ('RETRACTION', 'NOUN'), ('DUE', 'ADJ'), ('GEAR', 'NOUN'), ('SELECTOR', 'NOUN'), ('IN', 'ADP'), ('THE', 'DET'), ('UP', 'PROPN'), ('POSITION', 'NOUN'), ('.', 'PUNCT'), ('SETTLED', 'VERB'), ('BACK', 'ADV'), ('TO', 'ADP'), ('RUNWAY', 'NOUN'), ('AFTER', 'ADP'), ('INITIAL', 'ADJ'), ('LIFT', 'NOUN'), ('OFF', 'PART'), ('.', 'PUNCT'), ('              ', 'SPACE')]","['gear', 'retraction', 'due', 'gear', 'selector', 'in', 'the', 'UP', 'position', '.', 'settle', 'back', 'to', 'runway', 'after', 'initial', 'lift', 'off', '.', '              ']","[('GEAR', 'compound', 'RETRACTION'), ('RETRACTION', 'compound', 'GEAR'), ('DUE', 'compound', 'GEAR'), ('GEAR', 'compound', 'SELECTOR'), ('SELECTOR', 'ROOT', 'SELECTOR'), ('IN', 'prep', 'SELECTOR'), ('THE', 'det', 'POSITION'), ('UP', 'compound', 'POSITION'), ('POSITION', 'pobj', 'IN'), ('.', 'punct', 'SELECTOR'), ('SETTLED', 'ROOT', 'SETTLED'), ('BACK', 'advmod', 'SETTLED'), ('TO', 'prep', 'BACK'), ('RUNWAY', 'pobj', 'TO'), ('AFTER', 'mark', 'LIFT'), ('INITIAL', 'nsubj', 'LIFT'), ('LIFT', 'ROOT', 'LIFT'), ('OFF', 'advmod', 'LIFT'), ('.', 'punct', 'LIFT'), ('              ', '', '.')]",-0.0416666666666666,[]
19970914026909A,"AIRCRAFT CRASHED ON LANDING. (.4) ON SEPTEMBER 14, 1997, AT 0830 ALASKA DAYLIGHT TIME, A PIPER PA-12 AIRPLANE, N789",[],"[('SEPTEMBER 14, 1997', 'DATE'), ('ALASKA DAYLIGHT TIME', 'ORG'), ('PIPER PA-12 AIRPLANE', 'PRODUCT')]","[('AIRCRAFT', 'NOUN'), ('CRASHED', 'VERB'), ('ON', 'ADP'), ('LANDING', 'NOUN'), ('.', 'PUNCT'), ('(', 'PUNCT'), ('.4', 'PUNCT'), (')', 'PUNCT'), ('ON', 'ADP'), ('SEPTEMBER', 'PROPN'), ('14', 'NUM'), (',', 'PUNCT'), ('1997', 'NUM'), (',', 'PUNCT'), ('AT', 'ADP'), ('0830', 'NUM'), ('ALASKA', 'PROPN'), ('DAYLIGHT', 'PROPN'), ('TIME', 'NOUN'), (',', 'PUNCT'), ('A', 'DET'), ('PIPER', 'PROPN'), ('PA-12', 'PROPN'), ('AIRPLANE', 'PROPN'), (',', 'PUNCT'), ('N789', 'X')]","['AIRCRAFT', 'crash', 'on', 'landing', '.', '(', '.4', ')', 'on', 'SEPTEMBER', '14', ',', '1997', ',', 'at', '0830', 'ALASKA', 'DAYLIGHT', 'time', ',', 'a', 'PIPER', 'PA-12', 'AIRPLANE', ',', 'n789']","[('AIRCRAFT', 'nsubj', 'CRASHED'), ('CRASHED', 'ROOT', 'CRASHED'), ('ON', 'prep', 'CRASHED'), ('LANDING', 'pobj', 'ON'), ('.', 'punct', 'CRASHED'), ('(', 'punct', '.4'), ('.4', 'ROOT', '.4'), (')', 'punct', '.4'), ('ON', 'ROOT', 'ON'), ('SEPTEMBER', 'pobj', 'ON'), ('14', 'nummod', 'SEPTEMBER'), (',', 'punct', 'SEPTEMBER'), ('1997', 'npadvmod', 'SEPTEMBER'), (',', 'punct', 'SEPTEMBER'), ('AT', 'prep', 'SEPTEMBER'), ('0830', 'nummod', 'AT'), ('ALASKA', 'compound', 'TIME'), ('DAYLIGHT', 'compound', 'TIME'), ('TIME', 'ROOT', 'TIME'), (',', 'punct', 'TIME'), ('A', 'det', 'AIRPLANE'), ('PIPER', 'nmod', 'AIRPLANE'), ('PA-12', 'punct', 'AIRPLANE'), ('AIRPLANE', 'ROOT', 'AIRPLANE'), (',', 'punct', 'AIRPLANE'), ('N789', 'pobj', ',')]",0.0,[]
19980603020499I,CHECK RIDE FLIGHT UNABLE EXTEND NOSE GEAR. GEAR IN OVER CENTER. TUBE ASSEMBY BENT. CRACKED. CAUSAL UNKNOWN.        ,[],"[('CENTER', 'LOC'), ('TUBE', 'ORG'), ('ASSEMBY BENT', 'TIME')]","[('CHECK', 'VERB'), ('RIDE', 'PROPN'), ('FLIGHT', 'NOUN'), ('UNABLE', 'ADV'), ('EXTEND', 'VERB'), ('NOSE', 'PROPN'), ('GEAR', 'PROPN'), ('.', 'PUNCT'), ('GEAR', 'NOUN'), ('IN', 'ADP'), ('OVER', 'PROPN'), ('CENTER', 'PROPN'), ('.', 'PUNCT'), ('TUBE', 'PROPN'), ('ASSEMBY', 'PROPN'), ('BENT', 'PROPN'), ('.', 'PUNCT'), ('CRACKED', 'VERB'), ('.', 'PUNCT'), ('CAUSAL', 'ADJ'), ('UNKNOWN', 'NOUN'), ('.', 'PUNCT'), ('       ', 'SPACE')]","['check', 'RIDE', 'flight', 'unable', 'extend', 'NOSE', 'GEAR', '.', 'gear', 'in', 'OVER', 'CENTER', '.', 'TUBE', 'ASSEMBY', 'BENT', '.', 'crack', '.', 'causal', 'unknown', '.', '       ']","[('CHECK', 'compound', 'RIDE'), ('RIDE', 'ROOT', 'RIDE'), ('FLIGHT', 'compound', 'UNABLE'), ('UNABLE', 'ROOT', 'UNABLE'), ('EXTEND', 'ROOT', 'EXTEND'), ('NOSE', 'compound', 'GEAR'), ('GEAR', 'dobj', 'EXTEND'), ('.', 'punct', 'EXTEND'), ('GEAR', 'ROOT', 'GEAR'), ('IN', 'prep', 'GEAR'), ('OVER', 'prep', 'GEAR'), ('CENTER', 'pobj', 'OVER'), ('.', 'punct', 'GEAR'), ('TUBE', 'ROOT', 'TUBE'), ('ASSEMBY', 'compound', 'BENT'), ('BENT', 'advmod', 'TUBE'), ('.', 'punct', 'TUBE'), ('CRACKED', 'ROOT', 'CRACKED'), ('.', 'punct', 'CRACKED'), ('CAUSAL', 'amod', 'UNKNOWN'), ('UNKNOWN', 'ROOT', 'UNKNOWN'), ('.', 'punct', 'UNKNOWN'), ('       ', '', '.')]",-0.2333333333333333,[]
19970921027639A,ENGINE MISSING ON CLIMBOUT. REVERSED COURSE. LANDED DOWNWIND LONG. RAN OFF END RUNWAY. S TRUCK A RESIDENCE. (.4)THE,[],[],"[('ENGINE', 'NOUN'), ('MISSING', 'VERB'), ('ON', 'ADP'), ('CLIMBOUT', 'NOUN'), ('.', 'PUNCT'), ('REVERSED', 'VERB'), ('COURSE', 'NOUN'), ('.', 'PUNCT'), ('LANDED', 'VERB'), ('DOWNWIND', 'ADV'), ('LONG', 'ADV'), ('.', 'PUNCT'), ('RAN', 'VERB'), ('OFF', 'ADV'), ('END', 'PROPN'), ('RUNWAY', 'PROPN'), ('.', 'PUNCT'), ('S', 'PROPN'), ('TRUCK', 'PROPN'), ('A', 'PROPN'), ('RESIDENCE', 'PROPN'), ('.', 'PUNCT'), ('(', 'PUNCT'), ('.4)THE', 'PUNCT')]","['engine', 'miss', 'on', 'climbout', '.', 'reverse', 'course', '.', 'land', 'downwind', 'long', '.', 'run', 'off', 'END', 'RUNWAY', '.', 'S', 'TRUCK', 'A', 'RESIDENCE', '.', '(', '.4)THE']","[('ENGINE', 'nsubj', 'MISSING'), ('MISSING', 'ROOT', 'MISSING'), ('ON', 'prep', 'MISSING'), ('CLIMBOUT', 'pobj', 'ON'), ('.', 'punct', 'MISSING'), ('REVERSED', 'amod', 'COURSE'), ('COURSE', 'ROOT', 'COURSE'), ('.', 'punct', 'COURSE'), ('LANDED', 'ROOT', 'LANDED'), ('DOWNWIND', 'npadvmod', 'LONG'), ('LONG', 'ROOT', 'LONG'), ('.', 'punct', 'LONG'), ('RAN', 'ROOT', 'RAN'), ('OFF', 'prep', 'RAN'), ('END', 'compound', 'RUNWAY'), ('RUNWAY', 'dobj', 'RAN'), ('.', 'punct', 'RAN'), ('S', 'compound', 'TRUCK'), ('TRUCK', 'ROOT', 'TRUCK'), ('A', 'det', 'RESIDENCE'), ('RESIDENCE', 'dobj', 'TRUCK'), ('.', 'punct', 'TRUCK'), ('(', 'punct', '.4)THE'), ('.4)THE', 'ROOT', '.4)THE')]",-0.125,[]
19980628015149A,"AFTER TOUCH AND GO ACFT CLIMBED TO 299 FT, ENGINE SPUTTERED AND QUIT, ACFT LANDED IN A BEAN FIELD. (.4) IN THE WRIT",[],"[('299', 'CARDINAL')]","[('AFTER', 'ADP'), ('TOUCH', 'NOUN'), ('AND', 'CCONJ'), ('GO', 'PROPN'), ('ACFT', 'PROPN'), ('CLIMBED', 'VERB'), ('TO', 'ADP'), ('299', 'NUM'), ('FT', 'PROPN'), (',', 'PUNCT'), ('ENGINE', 'PROPN'), ('SPUTTERED', 'VERB'), ('AND', 'CCONJ'), ('QUIT', 'PROPN'), (',', 'PUNCT'), ('ACFT', 'PROPN'), ('LANDED', 'VERB'), ('IN', 'ADP'), ('A', 'DET'), ('BEAN', 'PROPN'), ('FIELD', 'NOUN'), ('.', 'PUNCT'), ('(', 'PUNCT'), ('.4', 'PUNCT'), (')', 'PUNCT'), ('IN', 'ADP'), ('THE', 'DET'), ('WRIT', 'PROPN')]","['after', 'touch', 'and', 'GO', 'ACFT', 'climb', 'to', '299', 'FT', ',', 'ENGINE', 'sputter', 'and', 'QUIT', ',', 'ACFT', 'land', 'in', 'a', 'BEAN', 'field', '.', '(', '.4', ')', 'in', 'the', 'WRIT']","[('AFTER', 'mark', 'CLIMBED'), ('TOUCH', 'nmod', 'ACFT'), ('AND', 'cc', 'TOUCH'), ('GO', 'conj', 'TOUCH'), ('ACFT', 'nsubj', 'CLIMBED'), ('CLIMBED', 'ROOT', 'CLIMBED'), ('TO', 'prep', 'CLIMBED'), ('299', 'nummod', 'FT'), ('FT', 'pobj', 'TO'), (',', 'punct', 'SPUTTERED'), ('ENGINE', 'nsubj', 'SPUTTERED'), ('SPUTTERED', 'ROOT', 'SPUTTERED'), ('AND', 'cc', 'SPUTTERED'), ('QUIT', 'conj', 'SPUTTERED'), (',', 'punct', 'QUIT'), ('ACFT', 'conj', 'QUIT'), ('LANDED', 'advmod', 'ACFT'), ('IN', 'prep', 'ACFT'), ('A', 'det', 'FIELD'), ('BEAN', 'compound', 'FIELD'), ('FIELD', 'pobj', 'IN'), ('.', 'punct', 'SPUTTERED'), ('(', 'punct', '.4'), ('.4', 'ROOT', '.4'), (')', 'punct', '.4'), ('IN', 'ROOT', 'IN'), ('THE', 'det', 'WRIT'), ('WRIT', 'pobj', 'IN')]",0.0,[]
19980620030289I,"MR. KADERA THEN ATTEMPTED TO LAND IN A FIELD BUT WAS FORCED TO LAND ON HIGHWAY 93. THREE MILES EAST OF SUNMER, IOWA",[],"[('93', 'CARDINAL'), ('THREE MILES', 'QUANTITY'), ('IOWA', 'GPE')]","[('MR', 'PROPN'), ('.', 'PUNCT'), ('KADERA', 'PROPN'), ('THEN', 'ADV'), ('ATTEMPTED', 'VERB'), ('TO', 'ADP'), ('LAND', 'NOUN'), ('IN', 'ADP'), ('A', 'DET'), ('FIELD', 'NOUN'), ('BUT', 'CCONJ'), ('WAS', 'VERB'), ('FORCED', 'VERB'), ('TO', 'ADP'), ('LAND', 'NOUN'), ('ON', 'ADP'), ('HIGHWAY', 'PROPN'), ('93', 'NUM'), ('.', 'PUNCT'), ('THREE', 'NUM'), ('MILES', 'PROPN'), ('EAST', 'PROPN'), ('OF', 'ADP'), ('SUNMER', 'PROPN'), (',', 'PUNCT'), ('IOWA', 'PROPN')]","['MR', '.', 'KADERA', 'then', 'attempt', 'to', 'land', 'in', 'a', 'field', 'but', 'be', 'force', 'to', 'land', 'on', 'HIGHWAY', '93', '.', 'three', 'MILES', 'EAST', 'of', 'SUNMER', ',', 'IOWA']","[('MR', 'ROOT', 'MR'), ('.', 'punct', 'MR'), ('KADERA', 'ROOT', 'KADERA'), ('THEN', 'advmod', 'KADERA'), ('ATTEMPTED', 'acl', 'KADERA'), ('TO', 'prep', 'ATTEMPTED'), ('LAND', 'pobj', 'TO'), ('IN', 'prep', 'ATTEMPTED'), ('A', 'det', 'FIELD'), ('FIELD', 'pobj', 'IN'), ('BUT', 'cc', 'FORCED'), ('WAS', 'auxpass', 'FORCED'), ('FORCED', 'ROOT', 'FORCED'), ('TO', 'prep', 'FORCED'), ('LAND', 'compound', 'ON'), ('ON', 'ROOT', 'ON'), ('HIGHWAY', 'pobj', 'ON'), ('93', 'nummod', 'HIGHWAY'), ('.', 'punct', 'ON'), ('THREE', 'nummod', 'MILES'), ('MILES', 'compound', 'EAST'), ('EAST', 'ROOT', 'EAST'), ('OF', 'prep', 'EAST'), ('SUNMER', 'pobj', 'OF'), (',', 'punct', 'SUNMER'), ('IOWA', 'appos', 'SUNMER')]",-0.3,[]
