,c5_id,c119_input,input,corefs
1305,19880413016839I,HAD A RATTLE NOISE OUTSIDE OF THE AIRCRAFT. RETURNED. FOUND EXCESS SEAT BELT WAS HANGING OUTSIDE OF COCKPIT.       ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁wind', 'shift', '▁on', '▁landing', '.', '▁began', '▁go', '▁around', '▁full', '▁flap', 's', '▁partial', '▁power', '.', '▁struck', '▁power', '▁line', '▁in', 'verted', '▁and', '▁', 'landed', '▁on', '▁', 'a', '▁vehicle', '.', '</s>']",[]
1306,19880530054189I,UNABLE TO ACCELERATE NORMALLY. ABORTED TAKEOFF. STOPPED IN OVERRUN AREA. PARKING BRAKE NOT FULLY OFF.              ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁lost', '▁power', '▁', 'en', '▁route', '.', '▁separated', '▁left', '▁main', '▁landing', '▁gear', '▁in', '▁rough', '▁field', '.', '▁had', '▁', 's', 'at', '▁idle', '▁prior', '▁5', '▁months', '.', '▁fuel', '▁', 'contaminated', '</s>']",[]
1307,19880623040529I,ENGINE QUIT IN THE PATTERN. LANDED IN A FLOOD CHANNEL. LACK OF SUFFICIENT OIL IN ENGINE CAUSED CYLINDER SEIZURE.   ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁narrative', ':', '▁pilot', '▁', 'departed', '▁olive', '▁branch', ',', '▁', 'm', 's', '▁and', '▁during', '▁climb', '▁out', '▁the', '▁left', '▁door', '▁', 'popped', '▁open', '.', '▁', 'a', '▁precaution', 'ary', '▁landing', '</s>']","[[[0, 0], [17, 17]]]"
1308,19880412038769I,FLIGHT DEPARTED PITTSBURGH WITHOUT BEING FUELED. RETURNED. AIRCRAFT WAS FUELED AND THEN DEPARTED AGAIN.            ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁narrative', ':', '▁an', '▁amp', 'hibi', 'ous', '▁amateur', '▁built', '▁seara', 'y', '▁aircraft', ',', '▁', 'n', '21', '71', 'n', '▁sustained', '▁minor', '▁damage', '▁after', '▁landing', '▁on', '▁lake', '▁gene', 'va', ',', '</s>']",[]
1309,19880410036529A,FIRE ERUPTED IN EXHAUST SYSTEM IN AN INVERTED SPIN DUE TO POOLING OF SMOKE OIL AND IGNITED. SMOKE OBSCURED LANDING.,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁lost', '▁power', '▁on', '▁initial', '▁climb', '▁right', '▁engine', '.', '▁failed', '▁power', '▁off', '▁left', '▁engine', '.', '▁below', '▁', 'v', 'm', 'c', '.', '▁crashed', '.', '▁turbo', '▁waste', '▁gate', '▁jam', 'med', '</s>']",[]
1310,19880406036069I,RIGHT MAIN WHEEL LEFT THE TAXIWAY DURING TAXIING. FOUND LEFT BRAKE HAD A LEAK AT THE PISTON. PILOT FAILED TO NOTE. ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁narrative', ':', '▁during', '▁', 'a', '▁maintenance', '▁procedure', ',', '▁', 'a', '▁counter', '-', 'bal', 'ance', '▁weight', '▁was', '▁loaded', '▁on', '▁this', '▁aircraft', '.', '▁the', '▁counter', '-', 'bala', 'n', 'c', '</s>']",[]
1311,19880527016939A,ENGINE QUIT ON INITIAL CLIMBOUT. CRASH LANDED AVOIDING TREES. FOUND SELECTED FUEL TANK EMPTY. TRIP WAS TO GET FUEL.,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁on', '▁approach', '▁', 'rolled', '▁into', '▁dive', '▁and', '▁', 'impacted', '.', '▁pilot', '▁observed', '▁struggling', '.', '▁cut', '▁', 'wing', '▁spar', '▁for', '▁', 'bog', 'us', '▁engine', '.', '▁wings', '▁failed', '.', '</s>']",[]
1312,19880520015489A,"AIRCRAFT MADE LEFT VERTICAL BANK ON INITIAL CLIMB IMPACTED AND BURNED. AILERON CONTROL JUST REWORKED, WERE BACKWARD","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁lost', '▁fuel', '▁pressure', '▁', 'en', '▁route', '▁spray', '▁area', '.', '▁engine', '▁quit', '.', '▁du', 'mped', '▁load', '.', '▁fire', '▁in', '▁engine', '.', '▁fuel', '▁', 'hose', '▁throttle', '▁to', '▁valve', '▁failed', '</s>']",[]
1313,19880402015869I,SMOKE IN COCKPIT. DECLARED AN EMERGENCY. LANDED SAFELY. FOUND PILOT HAD MISHANDLED THE CABIN HEATER CONTROL.       ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁narrative', ':', '▁aircraft', '▁', 'departed', '▁', 'bir', 'ch', 'wood', ',', '▁', 'ak', '▁airport', '▁on', '▁', 'a', '▁short', '▁pleasure', '▁flight', '.', '▁the', '▁left', '▁main', '▁gear', '▁failed', '▁to', '▁extend', '</s>']",[]
1314,19880422066369I,ATC EQUIPMENT SHOWED PLANE BELOW ASSIGNED ALTITUDE. PILOT VERIFIED CORRECT ALTITUDE. RADAR READOUT SOMETIMES FAUTLY,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁carb', '▁', 'ic', 'ing', '▁at', '▁cruise', '.', '▁applied', '▁partial', '▁carb', '▁heat', '▁and', '▁', 'leaned', '▁mixture', '.', '▁contrary', '▁to', '▁manuel', '.', '▁engine', '▁quit', '.', '▁fuel', '▁exhaust', 'i', 'on', '</s>']",[]
1315,19880520040769I,TOOK OFF WITH KEYS IN FRONT BAGGAGE DOOR LOCK. DOOR OPENED. RETURNED TO CORRECT PROBLEM.                           ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁crashed', '▁on', '▁take', 'off', ',', '▁other', '▁circumstances', '▁are', '▁unknown', '.', '▁(', '▁', '.', '4', ')', '▁the', '▁pilot', '▁was', '▁planning', '▁to', '▁ferry', '▁his', '▁airplane', '▁from', '▁', 'a', '▁privat', '</s>']",[]
1316,19880506034719I,TOOK OFF WITH AILERON GUST LOCK ENGAGED. ABORTED AND MADE A HARD LANDING.                                          ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁narrative', ':', '▁pic', '▁did', '▁not', '▁adequately', '▁pre', 'f', 'light', '▁', 'n', '13', '19', 'e', ',', '▁and', '▁consequent', 'ly', '▁failed', '▁to', '▁notice', '▁that', '▁the', '▁fuel', '▁tanks', '▁were', '▁near', '</s>']",[]
1317,19880509021299I,LEFT ENGINE OIL PRESSURE FLUCTUATING ON CLIMB. ENGINE WAS IDLED. RETURNED. FOUND OIL RESERVOIR CAP LOOSE.          ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁narrative', ':', '▁pilot', '▁', 'fueled', '▁aircraft', '▁and', '▁placed', '▁fuel', '▁select', 'or', '▁on', '▁left', '▁tank', '.', '▁pilot', '▁board', 'e', 'd', '▁his', '▁two', '▁dogs', '▁and', '▁upon', '▁his', '▁', 'ent', '</s>']",[]
1318,19880420048059I,DOOR OPENED IN FLIGHT. PILOT REQUESTED NEAREST AIRPORT WHERE HE LANDED WITHOUT INCIDENT.                           ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁ground', '▁loop', 'e', 'd', '▁to', '▁left', '▁landing', '.', '▁folded', '▁right', '▁gear', '.', '▁', 'wing', '▁tip', '▁hit', '.', '▁pilot', '▁accident', 'ly', '▁pulled', '▁brake', '▁on', '▁instead', '▁carb', '▁heat', '.', '</s>']","[[[5, 5], [10, 10]]]"
1319,19880603044859A,"ENGINE QUIT ON LIFTOFF, LANDED. ENGINE RESTARTED AND PILOT TOOK OFF AGAIN. ENGINE QUITE AGAIN. CRASHED INTO A MALL.","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁', 'departed', '▁with', '▁control', '▁locks', '▁engaged', '.', '▁lost', '▁control', '.', '▁(', '▁', '.', '4', ')', '▁', 'a', '▁witness', '▁observed', '▁the', '▁airplane', '▁depart', '▁runway', '▁5', '▁and', '▁climb', '▁at', '</s>']","[[[0, 0], [7, 7], [15, 15]]]"
1320,19880512015169A,STUDENT PILOT CRASHED ON CLIMBOUT WHEN ENGINE QUIT. STALLED AND CRASHED IN A FIELD. HEAT WAS ON AND FLAPS WERE DOWN,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁failed', '▁to', '▁get', '▁release', '▁from', '▁main', 'tern', 'ance', '.', '▁open', '▁repair', '▁order', '▁existed', '▁disconnected', '▁', 'n', 'l', 'f', '▁door', '▁jam', 'med', '▁gear', '▁caused', '▁coll', 'a', 'p', 's', '</s>']",[]
1321,19880623034849I,UNABLE TO RAISE NOSE GEAR AFER TAKEOFF. RETURNED. GROUND LOCK PIN WAS NOT REMOVED BEFORE FLIGHT. CREW OVERSIGHT.   ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁canopy', '▁not', '▁la', 't', 'ched', '▁properly', '▁before', '▁take', '▁off', '▁and', '▁', 'departed', '▁aircraft', '▁on', '▁approach', '.', '▁punct', 'ure', 'd', '▁', 'wing', '.', '▁not', '▁on', '▁check', '▁list', '.', '</s>']",[]
1322,19880825050199I,REAR DOOR OPENED ON FINAL APPROACH STRIKING FUSELAGE. NO REASON FOUND FOR DOOR OPENING.                            ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁', 'a', 'c', 'f', 't', '▁crashed', '▁into', '▁', 'a', '▁swamp', '▁under', '▁unknown', '▁circumstances', ',', '▁and', '▁the', '▁pilot', '▁was', '▁taken', '▁to', '▁the', '▁hospital', '▁with', '▁unknown', '▁in', 'juri', 'e', '</s>']","[[[0, 1], [13, 13]], [[2, 2], [13, 14]]]"
1323,19880921056649I,LOST DIRECTIONAL CONTROL AFTER TAKEOFF AND ROLLED. RECOVERED AND LANDED. FORGOT TO REMOVE EXTERNAL AILERON LOCK.   ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁tun', 'dra', '▁cop', 'ters', '▁air', '▁taxi', '▁(', '▁1973', '▁bell', '▁', '206', 'b', '▁helicopter', ')', '▁crashed', '▁on', '▁take', '-', 'off', '▁and', '▁sustained', '▁substantial', '▁damage', ',', '▁no', '▁in', 'juri', '</s>']",[]
1324,19880711027479A,ENGINE LOST POWER ON HOMEBUILT ON CLIMBOUT. CRASH LANDED.  HAD PLACED LUGGAGE ON PLASTIC GAS LINE AND KINKED IT.   ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁gear', '▁slow', '▁retract', 'ing', '▁on', '▁climb', 'out', '.', '▁', 'unable', '▁lock', '▁down', '.', '▁used', '▁bottle', '.', '▁nose', '▁gear', '▁still', '▁up', '.', '▁hydraulic', '▁fluid', '▁de', 'plete', 'd', '.', '</s>']","[[[15, 17], [20, 20]]]"
1325,19880913062619I,"SHORTLY AFTER ROTATION, FORWARD BAGGAGE DOOR BLEW OPEN AND FELL OFF. CONTINUED FLIGHT IN NON-AIRWORTHY AIRCRAFT.   ","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁according', '▁to', '▁the', '▁pilot', '▁', 'he', '▁', 'departed', '▁front', '▁range', '▁airport', '▁during', '▁the', '▁hours', '▁of', '▁darkness', '.', '▁during', '▁the', '▁start', '▁and', '▁run', '</s>']",[]
1326,19880909038109A,"BEGAN TAKEOFF ROLL WITH CONTROL LOCK IN PLACE. UNABLE TO REMOVE, ABORTED LATE, RAN OFF END OF RUNWAY AND OVERTURNED","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁lost', '▁power', '▁', 'descending', '▁to', '▁spray', '.', '▁du', 'mped', '▁load', '.', '▁hit', '▁stump', '▁landing', '.', '▁nose', 'd', '▁over', '.', '▁fuel', '▁unit', '▁had', '▁known', '▁prior', '▁low', '▁pressure', '.', '</s>']",[]
1327,19880714054459I,FUEL TRUCK EXHAUST FIRE WHILE REFUELING AIRCRAFT. EVACUATED AIRCRAFT VIA STAIRS. FAULTY TRUCK EXHAUST. NOT REPORTED,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁', 'stal', 'led', '▁on', '▁pull', 'up', '▁from', '▁ab', 'or', 'ted', '▁landing', '▁on', '▁dirt', '▁strip', '.', '▁full', '▁nose', '▁up', '▁trim', '.', '▁rising', '▁terrain', '▁off', '▁end', '▁of', '▁strip', '.', '</s>']","[[[6, 6], [9, 9]]]"
1328,19880914038569A,RIGHT COWL PANEL OPENED ON TAKEOFF CAUSED DRAG AND LOSS OF LIFT. LANDED OFF AIRPORT. IMPACT BENT THE WING SPAR.    ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁narrative', ':', '▁the', '▁pilot', ',', '▁da', 'vid', '▁', 'e', 'd', 'ward', '▁ship', 'ley', ',', '▁pilot', '▁in', '▁command', ',', '▁stated', '▁that', '▁while', '▁performing', '▁an', '▁external', '▁load', '▁lift', '▁of', '</s>']",[]
1329,19880812032459A,"PARTIAL POWER LOSS ON CLIMBOUT. RETURNING,HIT FENCE AND AUTO SHORT OF RUNWAY. FAILED TO REMOVE COWLING BIRD COVERS.","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁crashed', '▁into', '▁trees', '▁on', '▁take', 'off', '.', '▁had', '▁tax', 'ied', '▁carb', '▁heat', '▁on', '.', '▁un', 'filtered', '▁air', '▁open', '▁to', '▁dirt', '▁and', '▁', 'ice', '▁on', '▁filter', '▁reduced', '▁power', '</s>']",[]
1330,19880911037979I,ABORTED TAKEOFF WHEN AIRCRAFT DID NOT ROTATE. RAN OFF END OF RUNWAY. STABILIZER TRIM SETTING WRONG.                ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁crashed', '▁and', '▁burned', '.', '▁(', '▁', '.', '4', ')', '▁witnesses', '▁reported', '▁that', '▁after', '▁departure', '▁from', '▁', 'a', '▁grass', '▁runway', '.', '▁the', '▁airplane', '▁reached', '▁an', '▁alt', 'it', 'u', '</s>']",[]
1331,19880831036229A,"CREW FAILED TO ASCERTAIN FLAPS SET FOR TAKEOFF AND FLAP WARNING HORN FAILED, LACK OF LIFT CAUSED SETTLING AND CRASH","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁narrative', ':', '▁aircraft', '▁', 'departed', '▁for', '▁para', 'drop', '▁operation', '.', '▁at', '▁al', 'titude', ',', '▁jump', '▁door', '▁was', '▁opened', '▁and', '▁la', 't', 'ched', '.', '▁when', '▁last', '▁jump', 'e', '</s>']",[]
1332,19880720027129A,FLAPS LEFT FULL DOWN AFTER INSPECTION. TOOK OFF FLAPS DOWN PITCHED UP STALLED. NOSED DOWN. CONTROL LOCK ALSO ON.   ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁canopy', '▁opened', '▁on', '▁glide', 'r', '▁to', 'w', '.', '▁released', '▁to', 'w', '.', '▁damaged', '▁landing', '▁off', '▁airport', '.', '▁glide', 'r', '▁will', '▁fly', '▁sans', '▁canopy', '▁but', '▁high', '▁drag', '.', '</s>']","[[[0, 0], [9, 9]]]"
1333,19880711026239A,MISSED APPROACH. FORCED LANDING IN FIELD. PILOT USED TO VERNIOR THROTTLE. UNSCREWED SAME BY TWISTING. NO MECHANICAL,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁the', '▁aircraft', '▁engine', '▁lost', '▁power', '▁after', '▁45', '▁mint', 'u', 'e', 's', '▁of', '▁aerial', '▁application', '.', '▁on', '▁the', '▁emergency', '▁landing', '▁on', '▁county', '▁road', '</s>']",[]
1334,19880807039859I,ABORTED 2 TAKEOFFS DUE TO AIRCRAFT NOSE HEAVY. NO DEFECTS. PILOT COUNSELED ON USE OF TRIM TAB.                     ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁the', '▁following', '▁information', '▁was', '▁provided', '▁by', '▁the', '▁witness', '▁to', '▁the', '▁pilot', ""'"", 's', '▁actions', '▁and', '▁subsequent', '▁take', 'off', '.', '▁', 'he', '▁state', '</s>']",[]
1335,19880918044789A,PEDAL AND TURN PROBLEM ON LIFTOFF. UNAPPROVED PEDAL ADJUSTMENT. UNABLE TO STOP TURN ON NEXT LIFTOFF. CRASH LANDED. ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁aircraft', '▁', 'departed', '▁for', '▁maintenance', '▁test', '▁after', '▁adjustments', '▁on', '▁landing', '▁gear', '.', '▁on', '▁take', 'off', '▁roll', ',', '▁landing', '▁gear', '▁', 're', 'tra', '</s>']",[]
1336,19880921056039I,HEARD LOUD BANG. NOSE BAGGAGE DOOR LIGHT CAME ON. PRECAUTIONARY LANDING. DOOR WAS AJAR. MINOR DAMAGE TO NOSE.      ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁right', '▁top', '▁engine', '▁cow', 'l', '▁', 'departed', '▁aircraft', '▁during', '▁flight', '.', '▁aircraft', '▁', 'landed', '▁without', '▁incident', '.', '▁actual', '▁number', '▁of', '▁pa', 'x', '</s>']","[[[4, 6], [14, 14]]]"
1337,19880725057329A,WATER TAXI TO REFUEL PRIOR TO TAKEOFF. WATER ROUGH. LEFT FLOAT CAP OPEN SHIPPED WATER AND ACFT ROLLED OVER AND SANK,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁aircraft', '▁', 'departed', '▁fair', 'bank', 's', '▁international', '▁approximately', '▁10', '▁minutes', '▁after', '▁take', 'off', '▁and', '▁while', '▁in', '▁climb', ',', '▁the', '▁', 'eng', 'i', '</s>']",[]
1338,19880910038059A,FAILED TO DISCONNECT THE CHEMICAL FILLER HOSE PRIOR TO LIFTOFF FROM TRUCK PLATFORM. HELICOPTER ROLLED OVER.        ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁during', '▁pre', 'f', 'light', '▁just', '▁prior', '▁to', '▁departure', '▁pilot', '▁was', '▁distracted', '▁by', '▁cell', '▁phone', '▁call', '.', '▁pilot', '▁failed', '▁to', '▁remove', '▁air', 'c', '</s>']",[]
1339,19880920039549A,"UNABLE TO ROTATE, RAN OFF END OF RUNWAY FULL POWER NO BRAKING INTO DITCH. POSSIBLE CONTROL LOCK IN YOKE. NO DEFECTS","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁', 'a', '▁meal', '▁cart', '▁released', '▁on', '▁landing', '▁and', '▁traveled', '▁nearly', '▁to', '▁door', '▁#', '▁2.', '▁the', '▁cart', '▁hit', '▁several', '▁passengers', '▁as', '▁it', '▁travers', '</s>']",[]
1340,19880920059059I,"DISCARDED CARGO DOOR WAS PICKED UP BY ROTOR WASH OF UNKNOWN HELICOPTER.IT HIT PARKED S550 N#92QS, DAMAGING AILERON.","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁canopy', '▁was', '▁not', '▁secured', '▁properly', '▁prior', '▁to', '▁take', '-', 'off', '▁and', '▁opened', '▁in', '▁flight', '▁just', '▁after', '▁rotation', '.', '▁pilot', '▁lost', '▁', 'contro', '</s>']","[[[0, 2], [13, 13]]]"
1341,19880730028329A,"HAD UNEVEN FUEL FLOW AND IMBALANCE. DIVERTED TO NEAREST AIRPORT, CRASHED AND BURNED. YAW DAMPER INOP.              ","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁engine', '▁was', '▁not', '▁running', '▁properly', '▁during', '▁take', 'off', '.', '▁pilot', '▁continued', '▁the', '▁take', '▁off', '▁and', '▁the', '▁engine', '▁failed', '▁at', '▁app', 'rox', 'i', '</s>']",[]
1342,19880712026389A,STUDENT PILOT PICKED UP PASSENGER. CRASHED ON TAKEOFF. FOUND CARBURETOR HEAT ON AND FLAPS FULL DOWN.               ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁pilot', '▁and', '▁passengers', '▁stated', '▁the', '▁aircraft', '▁take', '▁off', '▁was', '▁normal', ',', '▁however', ',', '▁during', '▁climb', '▁out', '▁the', '▁aircraft', '▁had', '▁', 'a', '▁lo', '</s>']",[]
1343,19880901036579A,"CREWMAN HAD SECURED AFT SKID TIE DOWNS UNKNOWN BY PILOT. HE DID NOT CHECK, AIRCRAFT LIFTOFF NOSE HIGH.FELL IN WATER","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁aircraft', '▁', 'impacted', '▁trees', '/', 'terra', 'in', '▁shortly', '▁after', '▁departure', '▁from', '▁runway', '▁32', '.', '▁the', '▁aircraft', '▁was', '▁destroyed', '▁and', '▁no', '▁', 'pos', '</s>']","[[[9, 9], [11, 11]]]"
1344,19880926053609I,RIGHT SIDE OF ENGINE COWLING OPENED EN ROUTE. DIVERTED TO ROSTRAVER. LEFT SIDE OPENED. LANDED. NO REASON FOUND.    ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁the', '▁pilot', '▁stated', '▁that', '▁during', '▁what', '▁started', '▁out', '▁to', '▁be', '▁', 'a', '▁normal', '▁take', '▁off', '▁roll', '▁the', '▁aircraft', '▁lifted', '▁off', '▁and', '▁abrupt', '</s>']",[]
